GI,GenBank Accession,UniProt Accession,UniProt Entry ID
,ABJ54038.1,A0A0H2ZM72,A0A0H2ZM72_STRP2
,ABJ53661.1,A0A0H2ZM73,A0A0H2ZM73_STRP2
,ABJ54206.1,A0A0H2ZM76,A0A0H2ZM76_STRP2
,ABJ53841.1,A0A0H2ZM77,A0A0H2ZM77_STRP2
,ABJ54043.1,A0A0H2ZM78,A0A0H2ZM78_STRP2
,ABJ54212.1,A0A0H2ZM80,A0A0H2ZM80_STRP2
,ABJ53848.1,A0A0H2ZM81,A0A0H2ZM81_STRP2
,ABJ54217.1,A0A0H2ZM83,A0A0H2ZM83_STRP2
,ABJ53853.1,A0A0H2ZM85,A0A0H2ZM85_STRP2
,ABJ54223.1,A0A0H2ZM87,A0A0H2ZM87_STRP2
,ABJ53859.1,A0A0H2ZM88,A0A0H2ZM88_STRP2
,ABJ54067.1,A0A0H2ZM90,A0A0H2ZM90_STRP2
,ABJ54229.1,A0A0H2ZM91,A0A0H2ZM91_STRP2
,ABJ53865.1,A0A0H2ZM92,A0A0H2ZM92_STRP2
,ABJ54074.1,A0A0H2ZM93,A0A0H2ZM93_STRP2
,ABJ53613.1,A0A0H2ZM94,A0A0H2ZM94_STRP2
,ABJ54234.1,A0A0H2ZM96,A0A0H2ZM96_STRP2
,ABJ53619.1,A0A0H2ZMA0,A0A0H2ZMA0_STRP2
,ABJ54087.1,A0A0H2ZMA1,A0A0H2ZMA1_STRP2
,ABJ54247.1,A0A0H2ZMA3,A0A0H2ZMA3_STRP2
,ABJ53625.1,A0A0H2ZMA4,A0A0H2ZMA4_STRP2
,ABJ54093.1,A0A0H2ZMA5,A0A0H2ZMA5_STRP2
,ABJ53888.1,A0A0H2ZMA6,A0A0H2ZMA6_STRP2
,ABJ54252.1,A0A0H2ZMA7,A0A0H2ZMA7_STRP2
,ABJ54099.1,A0A0H2ZMA8,A0A0H2ZMA8_STRP2
,ABJ53673.1,A0A0H2ZMB5,A0A0H2ZMB5_STRP2
,ABJ53637.1,A0A0H2ZMB6,A0A0H2ZMB6_STRP2
,ABJ54111.1,A0A0H2ZMB7,A0A0H2ZMB7_STRP2
,ABJ53904.1,A0A0H2ZMB8,A0A0H2ZMB8_STRP2
,ABJ54117.1,A0A0H2ZMC1,A0A0H2ZMC1_STRP2
,ABJ53911.1,A0A0H2ZMC2,A0A0H2ZMC2_STRP2
,ABJ53643.1,A0A0H2ZMC3,A0A0H2ZMC3_STRP2
,ABJ54122.1,A0A0H2ZMC7,A0A0H2ZMC7_STRP2
,ABJ53650.1,A0A0H2ZMC8,A0A0H2ZMC8_STRP2
,ABJ53691.1,A0A0H2ZMC9,A0A0H2ZMC9_STRP2
,ABJ54129.1,A0A0H2ZMD0,A0A0H2ZMD0_STRP2
,ABJ53657.1,A0A0H2ZMD2,A0A0H2ZMD2_STRP2
,ABJ53696.1,A0A0H2ZMD3,A0A0H2ZMD3_STRP2
,ABJ54134.1,A0A0H2ZMD4,A0A0H2ZMD4_STRP2
,ABJ53938.1,A0A0H2ZMD5,A0A0H2ZMD5_STRP2
,ABJ54139.1,A0A0H2ZMD6,A0A0H2ZMD6_STRP2
,ABJ53702.1,A0A0H2ZMD8,A0A0H2ZMD8_STRP2
,ABJ54147.1,A0A0H2ZMD9,A0A0H2ZMD9_STRP2
,ABJ53709.1,A0A0H2ZME1,A0A0H2ZME1_STRP2
,ABJ54154.1,A0A0H2ZME2,A0A0H2ZME2_STRP2
,ABJ53956.1,A0A0H2ZME4,A0A0H2ZME4_STRP2
,ABJ53963.1,A0A0H2ZME5,A0A0H2ZME5_STRP2
,ABJ54160.1,A0A0H2ZME6,A0A0H2ZME6_STRP2
,ABJ53719.1,A0A0H2ZME7,A0A0H2ZME7_STRP2
,ABJ54277.1,A0A0H2ZME8,A0A0H2ZME8_STRP2
,ABJ53968.1,A0A0H2ZME9,A0A0H2ZME9_STRP2
,ABJ54282.1,A0A0H2ZMF1,A0A0H2ZMF1_STRP2
,ABJ53724.1,A0A0H2ZMF2,A0A0H2ZMF2_STRP2
,ABJ53973.1,A0A0H2ZMF3,A0A0H2ZMF3_STRP2
,ABJ54176.1,A0A0H2ZMF4,A0A0H2ZMF4_STRP2
,ABJ54288.1,A0A0H2ZMF5,A0A0H2ZMF5_STRP2
,ABJ53731.1,A0A0H2ZMF6,A0A0H2ZMF6_STRP2
,ABJ53979.1,A0A0H2ZMF7,A0A0H2ZMF7_STRP2
,ABJ54181.1,A0A0H2ZMF8,A0A0H2ZMF8_STRP2
,ABJ53736.1,A0A0H2ZMG0,A0A0H2ZMG0_STRP2
,ABJ53986.1,A0A0H2ZMG1,A0A0H2ZMG1_STRP2
,ABJ54188.1,A0A0H2ZMG2,A0A0H2ZMG2_STRP2
,ABJ54302.1,A0A0H2ZMG3,A0A0H2ZMG3_STRP2
,ABJ53745.1,A0A0H2ZMG4,A0A0H2ZMG4_STRP2
,ABJ53991.1,A0A0H2ZMG5,A0A0H2ZMG5_STRP2
,ABJ53750.1,A0A0H2ZMG6,A0A0H2ZMG6_STRP2
,ABJ54194.1,A0A0H2ZMG7,A0A0H2ZMG7_STRP2
,ABJ54308.1,A0A0H2ZMG8,A0A0H2ZMG8_STRP2
,ABJ53664.1,A0A0H2ZMG9,A0A0H2ZMG9_STRP2
,ABJ53755.1,A0A0H2ZMH2,A0A0H2ZMH2_STRP2
,ABJ54199.1,A0A0H2ZMH3,A0A0H2ZMH3_STRP2
,ABJ53669.1,A0A0H2ZMH4,A0A0H2ZMH4_STRP2
,ABJ54319.1,A0A0H2ZMH5,A0A0H2ZMH5_STRP2
,ABJ54003.1,A0A0H2ZMH7,A0A0H2ZMH7_STRP2
,ABJ54205.1,A0A0H2ZMH8,A0A0H2ZMH8_STRP2
,ABJ53675.1,A0A0H2ZMH9,A0A0H2ZMH9_STRP2
,ABJ54326.1,A0A0H2ZMI0,A0A0H2ZMI0_STRP2
,ABJ53768.1,A0A0H2ZMI1,A0A0H2ZMI1_STRP2
,ABJ54009.1,A0A0H2ZMI2,A0A0H2ZMI2_STRP2
,ABJ54210.1,A0A0H2ZMI3,A0A0H2ZMI3_STRP2
,ABJ53682.1,A0A0H2ZMI4,A0A0H2ZMI4_STRP2
,ABJ54015.1,A0A0H2ZMI6,A0A0H2ZMI6_STRP2
,ABJ53773.1,A0A0H2ZMI7,A0A0H2ZMI7_STRP2
,ABJ53687.1,A0A0H2ZMI9,A0A0H2ZMI9_STRP2
,ABJ54339.1,A0A0H2ZMJ0,A0A0H2ZMJ0_STRP2
,ABJ53779.1,A0A0H2ZMJ2,A0A0H2ZMJ2_STRP2
,ABJ53693.1,A0A0H2ZMJ3,A0A0H2ZMJ3_STRP2
,ABJ53784.1,A0A0H2ZMJ6,A0A0H2ZMJ6_STRP2
,ABJ53699.1,A0A0H2ZMJ7,A0A0H2ZMJ7_STRP2
,ABJ54029.1,A0A0H2ZMJ8,A0A0H2ZMJ8_STRP2
,ABJ54227.1,A0A0H2ZMJ9,A0A0H2ZMJ9_STRP2
,ABJ53789.1,A0A0H2ZMK0,A0A0H2ZMK0_STRP2
,ABJ53705.1,A0A0H2ZMK2,A0A0H2ZMK2_STRP2
,ABJ54036.1,A0A0H2ZMK3,A0A0H2ZMK3_STRP2
,ABJ53711.1,A0A0H2ZMK4,A0A0H2ZMK4_STRP2
,ABJ53795.1,A0A0H2ZMK5,A0A0H2ZMK5_STRP2
,ABJ54233.1,A0A0H2ZMK6,A0A0H2ZMK6_STRP2
,ABJ54041.1,A0A0H2ZMK7,A0A0H2ZMK7_STRP2
,ABJ54362.1,A0A0H2ZMK8,A0A0H2ZMK8_STRP2
,ABJ53800.1,A0A0H2ZML0,A0A0H2ZML0_STRP2
,ABJ54047.1,A0A0H2ZML2,A0A0H2ZML2_STRP2
,ABJ54367.1,A0A0H2ZML3,A0A0H2ZML3_STRP2
,ABJ53805.1,A0A0H2ZML4,A0A0H2ZML4_STRP2
,ABJ53721.1,A0A0H2ZML5,A0A0H2ZML5_STRP2
,ABJ54054.1,A0A0H2ZML7,A0A0H2ZML7_STRP2
,ABJ54373.1,A0A0H2ZML8,A0A0H2ZML8_STRP2
,ABJ53813.1,A0A0H2ZML9,A0A0H2ZML9_STRP2
,ABJ53726.1,A0A0H2ZMM0,A0A0H2ZMM0_STRP2
,ABJ54062.1,A0A0H2ZMM1,A0A0H2ZMM1_STRP2
,ABJ54251.1,A0A0H2ZMM2,A0A0H2ZMM2_STRP2
,ABJ54379.1,A0A0H2ZMM3,A0A0H2ZMM3_STRP2
,ABJ53818.1,A0A0H2ZMM4,A0A0H2ZMM4_STRP2
,ABJ54384.1,A0A0H2ZMM7,A0A0H2ZMM7_STRP2
,ABJ53741.1,A0A0H2ZMM9,A0A0H2ZMM9_STRP2
,ABJ54256.1,A0A0H2ZMN0,A0A0H2ZMN0_STRP2
,ABJ54390.1,A0A0H2ZMN1,A0A0H2ZMN1_STRP2
,ABJ53747.1,A0A0H2ZMN2,A0A0H2ZMN2_STRP2
,ABJ53829.1,A0A0H2ZMN3,A0A0H2ZMN3_STRP2
,ABJ54262.1,A0A0H2ZMN5,A0A0H2ZMN5_STRP2
,ABJ54395.1,A0A0H2ZMN6,A0A0H2ZMN6_STRP2
,ABJ53835.1,A0A0H2ZMN7,A0A0H2ZMN7_STRP2
,ABJ53752.1,A0A0H2ZMN8,A0A0H2ZMN8_STRP2
,ABJ54271.1,A0A0H2ZMN9,A0A0H2ZMN9_STRP2
,ABJ54085.1,A0A0H2ZMP0,A0A0H2ZMP0_STRP2
,ABJ53758.1,A0A0H2ZMP3,A0A0H2ZMP3_STRP2
,ABJ54091.1,A0A0H2ZMP4,A0A0H2ZMP4_STRP2
,ABJ53845.1,A0A0H2ZMP5,A0A0H2ZMP5_STRP2
,ABJ54405.1,A0A0H2ZMP6,A0A0H2ZMP6_STRP2
,ABJ53765.1,A0A0H2ZMP7,A0A0H2ZMP7_STRP2
,ABJ53852.1,A0A0H2ZMP8,A0A0H2ZMP8_STRP2
,ABJ54097.1,A0A0H2ZMP9,A0A0H2ZMP9_STRP2
,ABJ54412.1,A0A0H2ZMQ0,A0A0H2ZMQ0_STRP2
,ABJ53770.1,A0A0H2ZMQ1,A0A0H2ZMQ1_STRP2
,ABJ54418.1,A0A0H2ZMQ3,A0A0H2ZMQ3_STRP2
,ABJ53775.1,A0A0H2ZMQ4,A0A0H2ZMQ4_STRP2
,ABJ54423.1,A0A0H2ZMQ5,A0A0H2ZMQ5_STRP2
,ABJ53781.1,A0A0H2ZMQ7,A0A0H2ZMQ7_STRP2
,ABJ54103.1,A0A0H2ZMQ8,A0A0H2ZMQ8_STRP2
,ABJ54428.1,A0A0H2ZMQ9,A0A0H2ZMQ9_STRP2
,ABJ53870.1,A0A0H2ZMR0,A0A0H2ZMR0_STRP2
,ABJ53786.1,A0A0H2ZMR1,A0A0H2ZMR1_STRP2
,ABJ54434.1,A0A0H2ZMR2,A0A0H2ZMR2_STRP2
,ABJ54109.1,A0A0H2ZMR3,A0A0H2ZMR3_STRP2
,ABJ53876.1,A0A0H2ZMR4,A0A0H2ZMR4_STRP2
,ABJ54440.1,A0A0H2ZMR6,A0A0H2ZMR6_STRP2
,ABJ53882.1,A0A0H2ZMR7,A0A0H2ZMR7_STRP2
,ABJ54276.1,A0A0H2ZMR8,A0A0H2ZMR8_STRP2
,ABJ53797.1,A0A0H2ZMR9,A0A0H2ZMR9_STRP2
,ABJ54445.1,A0A0H2ZMS0,A0A0H2ZMS0_STRP2
,ABJ54281.1,A0A0H2ZMS1,A0A0H2ZMS1_STRP2
,ABJ53887.1,A0A0H2ZMS2,A0A0H2ZMS2_STRP2
,ABJ53802.1,A0A0H2ZMS4,A0A0H2ZMS4_STRP2
,ABJ54451.1,A0A0H2ZMS5,A0A0H2ZMS5_STRP2
,ABJ53892.1,A0A0H2ZMS6,A0A0H2ZMS6_STRP2
,ABJ54287.1,A0A0H2ZMS7,A0A0H2ZMS7_STRP2
,ABJ54120.1,A0A0H2ZMT0,A0A0H2ZMT0_STRP2
,ABJ54292.1,A0A0H2ZMT1,A0A0H2ZMT1_STRP2
,ABJ53897.1,A0A0H2ZMT2,A0A0H2ZMT2_STRP2
,ABJ54125.1,A0A0H2ZMT6,A0A0H2ZMT6_STRP2
,ABJ53903.1,A0A0H2ZMT7,A0A0H2ZMT7_STRP2
,ABJ53820.1,A0A0H2ZMT9,A0A0H2ZMT9_STRP2
,ABJ54132.1,A0A0H2ZMU2,A0A0H2ZMU2_STRP2
,ABJ54474.1,A0A0H2ZMU3,A0A0H2ZMU3_STRP2
,ABJ53826.1,A0A0H2ZMU4,A0A0H2ZMU4_STRP2
,ABJ54312.1,A0A0H2ZMU5,A0A0H2ZMU5_STRP2
,ABJ54137.1,A0A0H2ZMU6,A0A0H2ZMU6_STRP2
,ABJ53916.1,A0A0H2ZMU7,A0A0H2ZMU7_STRP2
,ABJ54482.1,A0A0H2ZMU8,A0A0H2ZMU8_STRP2
,ABJ54318.1,A0A0H2ZMU9,A0A0H2ZMU9_STRP2
,ABJ53832.1,A0A0H2ZMV0,A0A0H2ZMV0_STRP2
,ABJ53926.1,A0A0H2ZMV1,A0A0H2ZMV1_STRP2
,ABJ54145.1,A0A0H2ZMV2,A0A0H2ZMV2_STRP2
,ABJ54324.1,A0A0H2ZMV3,A0A0H2ZMV3_STRP2
,ABJ53937.1,A0A0H2ZMV6,A0A0H2ZMV6_STRP2
,ABJ54150.1,A0A0H2ZMV7,A0A0H2ZMV7_STRP2
,ABJ54330.1,A0A0H2ZMV8,A0A0H2ZMV8_STRP2
,ABJ54496.1,A0A0H2ZMV9,A0A0H2ZMV9_STRP2
,ABJ53944.1,A0A0H2ZMW0,A0A0H2ZMW0_STRP2
,ABJ53842.1,A0A0H2ZMW1,A0A0H2ZMW1_STRP2
,ABJ54338.1,A0A0H2ZMW2,A0A0H2ZMW2_STRP2
,ABJ54158.1,A0A0H2ZMW3,A0A0H2ZMW3_STRP2
,ABJ53949.1,A0A0H2ZMW5,A0A0H2ZMW5_STRP2
,ABJ54506.1,A0A0H2ZMW8,A0A0H2ZMW8_STRP2
,ABJ54165.1,A0A0H2ZMW9,A0A0H2ZMW9_STRP2
,ABJ53955.1,A0A0H2ZMX0,A0A0H2ZMX0_STRP2
,ABJ53854.1,A0A0H2ZMX1,A0A0H2ZMX1_STRP2
,ABJ54354.1,A0A0H2ZMX2,A0A0H2ZMX2_STRP2
,ABJ53961.1,A0A0H2ZMX4,A0A0H2ZMX4_STRP2
,ABJ53860.1,A0A0H2ZMX5,A0A0H2ZMX5_STRP2
,ABJ54172.1,A0A0H2ZMX6,A0A0H2ZMX6_STRP2
,ABJ54361.1,A0A0H2ZMX7,A0A0H2ZMX7_STRP2
,ABJ54519.1,A0A0H2ZMX8,A0A0H2ZMX8_STRP2
,ABJ54366.1,A0A0H2ZMY2,A0A0H2ZMY2_STRP2
,ABJ53972.1,A0A0H2ZMY4,A0A0H2ZMY4_STRP2
,ABJ53872.1,A0A0H2ZMY5,A0A0H2ZMY5_STRP2
,ABJ54371.1,A0A0H2ZMY6,A0A0H2ZMY6_STRP2
,ABJ54184.1,A0A0H2ZMY7,A0A0H2ZMY7_STRP2
,ABJ53978.1,A0A0H2ZMY9,A0A0H2ZMY9_STRP2
,ABJ53878.1,A0A0H2ZMZ0,A0A0H2ZMZ0_STRP2
,ABJ54377.1,A0A0H2ZMZ1,A0A0H2ZMZ1_STRP2
,ABJ54538.1,A0A0H2ZMZ3,A0A0H2ZMZ3_STRP2
,ABJ53984.1,A0A0H2ZMZ4,A0A0H2ZMZ4_STRP2
,ABJ53884.1,A0A0H2ZMZ5,A0A0H2ZMZ5_STRP2
,ABJ54383.1,A0A0H2ZMZ6,A0A0H2ZMZ6_STRP2
,ABJ54389.1,A0A0H2ZMZ7,A0A0H2ZMZ7_STRP2
,ABJ54197.1,A0A0H2ZMZ8,A0A0H2ZMZ8_STRP2
,ABJ54543.1,A0A0H2ZMZ9,A0A0H2ZMZ9_STRP2
,ABJ53990.1,A0A0H2ZN00,A0A0H2ZN00_STRP2
,ABJ53889.1,A0A0H2ZN01,A0A0H2ZN01_STRP2
,ABJ54394.1,A0A0H2ZN02,A0A0H2ZN02_STRP2
,ABJ54549.1,A0A0H2ZN03,A0A0H2ZN03_STRP2
,ABJ53995.1,A0A0H2ZN04,A0A0H2ZN04_STRP2
,ABJ53894.1,A0A0H2ZN05,A0A0H2ZN05_STRP2
,ABJ54203.1,A0A0H2ZN06,A0A0H2ZN06_STRP2
,ABJ54555.1,A0A0H2ZN07,A0A0H2ZN07_STRP2
,ABJ54399.1,A0A0H2ZN09,A0A0H2ZN09_STRP2
,ABJ54002.1,A0A0H2ZN10,A0A0H2ZN10_STRP2
,ABJ54404.1,A0A0H2ZN12,A0A0H2ZN12_STRP2
,ABJ54560.1,A0A0H2ZN14,A0A0H2ZN14_STRP2
,ABJ54566.1,A0A0H2ZN17,A0A0H2ZN17_STRP2
,ABJ53912.1,A0A0H2ZN19,A0A0H2ZN19_STRP2
,ABJ54572.1,A0A0H2ZN21,A0A0H2ZN21_STRP2
,ABJ54219.1,A0A0H2ZN22,A0A0H2ZN22_STRP2
,ABJ54416.1,A0A0H2ZN23,A0A0H2ZN23_STRP2
,ABJ54019.1,A0A0H2ZN25,A0A0H2ZN25_STRP2
,ABJ54422.1,A0A0H2ZN26,A0A0H2ZN26_STRP2
,ABJ54225.1,A0A0H2ZN27,A0A0H2ZN27_STRP2
,ABJ54580.1,A0A0H2ZN28,A0A0H2ZN28_STRP2
,ABJ53928.1,A0A0H2ZN29,A0A0H2ZN29_STRP2
,ABJ54427.1,A0A0H2ZN31,A0A0H2ZN31_STRP2
,ABJ54585.1,A0A0H2ZN32,A0A0H2ZN32_STRP2
,ABJ54231.1,A0A0H2ZN33,A0A0H2ZN33_STRP2
,ABJ54035.1,A0A0H2ZN35,A0A0H2ZN35_STRP2
,ABJ54432.1,A0A0H2ZN36,A0A0H2ZN36_STRP2
